obj B3 B4 B5 B6 B7 B8 B9 B10
J1549+0237 0 0 0 0 0 0 0 0
J2354-1513 0 0 0 0 0 0 0 0
J1007+1356 0 0 0 0 0 0 0 0
J1408-2900 0 0 0 0 0 0 0 0
J1024-3234 0 0 0 0 0 0 0 0
J1208-7809 0 0 0 0 0 0 0 0
J2235-4835 0 0 0 0 0 0 0 0
J1653-1551 0 0 0 0 0 0 0 0
J0450-8101 0 0 0 0 0 0 0 0
J0309+1029 0 0 0 0 0 0 0 0
J0126-0120 0 0 0 0 0 0 0 0
J0115-0127 0 0 0 0 0 0 0 0
J2109+3532 0 0 0 0 0 0 0 0
J1713-3418 0 0 0 0 0 0 0 0
J1103-3251 0 423.5 0 0 0 0 0 0
J1019-2708 0 0 0 0 0 0 0 0
